date,price,company,sector
2015-05-06,32.16,AAPL,technology
2015-04-06,32.34,AAPL,technology
2015-03-06,32.53,AAPL,technology
2015-02-06,32.49,AAPL,technology
2015-01-06,32.63,AAPL,technology
2015-05-29,32.57,AAPL,technology
2015-05-28,32.95,AAPL,technology
2015-05-27,33.01,AAPL,technology
2015-05-26,32.41,AAPL,technology
2015-05-22,33.13,AAPL,technology
2015-05-21,32.85,AAPL,technology
2015-05-20,32.52,AAPL,technology
2015-05-19,32.52,AAPL,technology
2015-05-18,32.55,AAPL,technology
2015-05-15,32.19,AAPL,technology
2015-05-14,32.24,AAPL,technology
2015-05-13,31.5,AAPL,technology
2015-12-05,31.47,AAPL,technology
2015-11-05,31.58,AAPL,technology
2015-08-05,31.91,AAPL,technology
2015-07-05,31.32,AAPL,technology
2015-06-05,31.25,AAPL,technology
2015-05-05,31.45,AAPL,technology
2015-04-05,32.17,AAPL,technology
2015-01-05,32.24,AAPL,technology
2015-04-30,31.29,AAPL,technology
2015-04-29,32.16,AAPL,technology
2015-04-28,32.64,AAPL,technology
2015-04-27,33.16,AAPL,technology
2015-04-24,32.57,AAPL,technology
2015-04-23,32.42,AAPL,technology
2015-04-22,32.16,AAPL,technology
2015-04-21,31.73,AAPL,technology
2015-04-20,31.9,AAPL,technology
2015-04-17,31.19,AAPL,technology
2015-04-16,31.54,AAPL,technology
2015-04-15,31.7,AAPL,technology
2015-04-14,31.57,AAPL,technology
2015-04-13,31.71,AAPL,technology
2015-10-04,31.77,AAPL,technology
2015-09-04,31.64,AAPL,technology
2015-08-04,31.4,AAPL,technology
2015-07-04,31.5,AAPL,technology
2015-06-04,31.84,AAPL,technology
2015-02-04,31.33,AAPL,technology
2015-01-04,31.06,AAPL,technology
2015-03-31,31.11,AAPL,technology
2015-03-30,31.59,AAPL,technology
2015-03-27,30.81,AAPL,technology
2015-03-26,31.06,AAPL,technology
2015-03-25,30.84,AAPL,technology
2015-03-24,31.67,AAPL,technology
2015-03-23,31.8,AAPL,technology
2015-03-20,31.48,AAPL,technology
2015-03-19,31.87,AAPL,technology
2015-03-18,32.12,AAPL,technology
2015-03-17,31.76,AAPL,technology
2015-03-16,31.24,AAPL,technology
2015-03-13,30.9,AAPL,technology
2015-12-03,31.11,AAPL,technology
2015-11-03,30.56,AAPL,technology
2015-10-03,31.13,AAPL,technology
2015-09-03,31.79,AAPL,technology
2015-06-03,31.65,AAPL,technology
2015-05-03,31.6,AAPL,technology
2015-04-03,32.13,AAPL,technology
2015-03-03,32.34,AAPL,technology
2015-02-03,32.27,AAPL,technology
2015-02-27,32.12,AAPL,technology
2015-02-26,32.6,AAPL,technology
2015-02-25,32.2,AAPL,technology
2015-02-24,33.04,AAPL,technology
2015-02-23,33.25,AAPL,technology
2015-02-20,32.37,AAPL,technology
2015-02-19,32.11,AAPL,technology
2015-02-18,32.18,AAPL,technology
2015-02-17,31.96,AAPL,technology
2015-02-13,31.77,AAPL,technology
2015-12-02,31.61,AAPL,technology
2015-11-02,31.22,AAPL,technology
2015-10-02,30.5,AAPL,technology
2015-09-02,29.93,AAPL,technology
2015-06-02,29.73,AAPL,technology
2015-05-02,29.98,AAPL,technology
2015-04-02,29.89,AAPL,technology
2015-03-02,29.66,AAPL,technology
2015-02-02,29.66,AAPL,technology
2015-01-30,29.29,AAPL,technology
2015-01-29,29.73,AAPL,technology
2015-01-28,28.83,AAPL,technology
2015-01-27,27.29,AAPL,technology
2015-01-26,28.27,AAPL,technology
2015-01-23,28.25,AAPL,technology
2015-01-22,28.1,AAPL,technology
2015-01-21,27.39,AAPL,technology
2015-01-20,27.18,AAPL,technology
2015-01-16,26.5,AAPL,technology
2015-01-15,26.7,AAPL,technology
2015-01-14,27.45,AAPL,technology
2015-01-13,27.55,AAPL,technology
2015-12-01,27.31,AAPL,technology
2015-09-01,28.0,AAPL,technology
2015-08-01,27.97,AAPL,technology
2015-07-01,26.94,AAPL,technology
2015-06-01,26.57,AAPL,technology
2015-05-01,26.56,AAPL,technology
2015-02-01,27.33,AAPL,technology
2019-12-31,66.97,GOOGL,technology
2019-12-30,66.99,GOOGL,technology
2019-12-27,67.73,GOOGL,technology
2019-12-26,68.12,GOOGL,technology
2019-12-24,67.22,GOOGL,technology
2019-12-23,67.53,GOOGL,technology
2019-12-20,67.56,GOOGL,technology
2019-12-19,67.82,GOOGL,technology
2019-12-18,67.6,GOOGL,technology
2019-12-17,67.74,GOOGL,technology
2019-12-16,68.03,GOOGL,technology
2019-12-13,67.34,GOOGL,technology
2019-12-12,67.42,GOOGL,technology
2019-11-12,67.21,GOOGL,technology
2019-10-12,67.14,GOOGL,technology
2019-09-12,67.15,GOOGL,technology
2019-06-12,66.97,GOOGL,technology
2019-05-12,66.35,GOOGL,technology
2019-04-12,65.95,GOOGL,technology
2019-03-12,64.74,GOOGL,technology
2019-02-12,64.44,GOOGL,technology
2019-11-29,65.2,GOOGL,technology
2019-11-27,65.61,GOOGL,technology
2019-11-26,65.65,GOOGL,technology
2019-11-25,65.28,GOOGL,technology
2019-11-22,64.68,GOOGL,technology
2019-11-21,65.01,GOOGL,technology
2019-11-20,65.09,GOOGL,technology
2019-11-19,65.63,GOOGL,technology
2019-11-18,65.99,GOOGL,technology
2019-11-15,66.68,GOOGL,technology
2019-11-14,65.46,GOOGL,technology
2019-11-13,64.81,GOOGL,technology
2019-12-11,64.86,GOOGL,technology
2019-11-11,64.91,GOOGL,technology
2019-08-11,65.45,GOOGL,technology
2019-07-11,65.35,GOOGL,technology
2019-06-11,64.55,GOOGL,technology
2019-05-11,64.57,GOOGL,technology
2019-04-11,64.48,GOOGL,technology
2019-01-11,63.61,GOOGL,technology
2019-10-31,62.94,GOOGL,technology
2019-10-30,63.03,GOOGL,technology
2019-10-29,63.03,GOOGL,technology
2019-10-28,64.45,GOOGL,technology
2019-10-25,63.22,GOOGL,technology
2019-10-24,62.96,GOOGL,technology
2019-10-23,62.88,GOOGL,technology
2019-10-22,62.06,GOOGL,technology
2019-10-21,62.21,GOOGL,technology
2019-10-18,62.22,GOOGL,technology
2019-10-17,62.64,GOOGL,technology
2019-10-16,62.15,GOOGL,technology
2019-10-15,62.11,GOOGL,technology
2019-10-14,60.89,GOOGL,technology
2019-11-10,60.79,GOOGL,technology
2019-10-10,60.47,GOOGL,technology
2019-09-10,60.12,GOOGL,technology
2019-08-10,59.51,GOOGL,technology
2019-07-10,60.41,GOOGL,technology
2019-04-10,60.55,GOOGL,technology
2019-03-10,59.47,GOOGL,technology
2019-02-10,58.9,GOOGL,technology
2019-01-10,60.3,GOOGL,technology
2019-09-30,61.06,GOOGL,technology
2019-09-27,61.3,GOOGL,technology
2019-09-26,62.11,GOOGL,technology
2019-09-25,62.3,GOOGL,technology
2019-09-24,60.92,GOOGL,technology
2019-09-23,61.73,GOOGL,technology
2019-09-20,61.49,GOOGL,technology
2019-09-19,61.94,GOOGL,technology
2019-09-18,61.63,GOOGL,technology
2019-09-17,61.49,GOOGL,technology
2019-09-16,61.58,GOOGL,technology
2019-09-13,62.0,GOOGL,technology
2019-12-09,61.75,GOOGL,technology
2019-11-09,61.0,GOOGL,technology
2019-10-09,60.28,GOOGL,technology
2019-09-09,60.26,GOOGL,technology
2019-06-09,60.32,GOOGL,technology
2019-05-09,60.61,GOOGL,technology
2019-04-09,59.11,GOOGL,technology
2019-03-09,58.48,GOOGL,technology
2019-08-30,59.53,GOOGL,technology
2019-08-29,59.71,GOOGL,technology
2019-08-28,58.69,GOOGL,technology
2019-08-27,58.54,GOOGL,technology
2019-08-26,58.56,GOOGL,technology
2019-08-23,57.68,GOOGL,technology
2019-08-22,59.58,GOOGL,technology
2019-08-21,59.58,GOOGL,technology
2019-08-20,59.18,GOOGL,technology
2019-08-19,60.02,GOOGL,technology
2019-08-16,58.96,GOOGL,technology
2019-08-15,58.47,GOOGL,technology
2019-08-14,58.21,GOOGL,technology
2019-08-13,59.84,GOOGL,technology
2019-12-08,58.73,GOOGL,technology
2019-09-08,59.45,GOOGL,technology
2019-08-08,60.31,GOOGL,technology
2019-07-08,58.8,GOOGL,technology
2019-06-08,58.55,GOOGL,technology
2019-05-08,57.74,GOOGL,technology
2019-02-08,59.82,GOOGL,technology
2019-01-08,60.59,GOOGL,technology
2019-07-31,60.91,GOOGL,technology
2019-07-30,61.4,GOOGL,technology
2019-07-29,62.09,GOOGL,technology
2019-07-26,62.26,GOOGL,technology
2019-07-25,56.8,GOOGL,technology
2019-07-24,56.99,GOOGL,technology
2019-07-23,57.4,GOOGL,technology
2019-07-22,56.96,GOOGL,technology
2019-07-19,56.58,GOOGL,technology
2019-07-18,57.36,GOOGL,technology
2019-07-17,57.34,GOOGL,technology
2019-07-16,57.67,GOOGL,technology
2019-07-15,57.53,GOOGL,technology
2019-12-07,57.27,GOOGL,technology
2019-11-07,57.2,GOOGL,technology
2019-10-07,57.05,GOOGL,technology
2019-09-07,56.21,GOOGL,technology
2019-08-07,55.84,GOOGL,technology
2019-05-07,56.63,GOOGL,technology
2019-03-07,56.15,GOOGL,technology
2019-02-07,55.63,GOOGL,technology
2019-01-07,55.0,GOOGL,technology
2019-06-28,54.14,GOOGL,technology
2019-06-27,53.83,GOOGL,technology
2019-06-26,54.02,GOOGL,technology
2019-06-25,54.38,GOOGL,technology
2019-06-24,55.84,GOOGL,technology
2019-06-21,56.27,GOOGL,technology
2019-06-20,55.66,GOOGL,technology
2019-06-19,55.23,GOOGL,technology
2019-06-18,55.26,GOOGL,technology
2019-06-17,54.69,GOOGL,technology
2019-06-14,54.31,GOOGL,technology
2019-06-13,54.55,GOOGL,technology
2019-12-06,53.95,GOOGL,technology
2019-11-06,54.05,GOOGL,technology
2019-10-06,54.14,GOOGL,technology
2019-07-06,53.42,GOOGL,technology
2019-06-06,52.39,GOOGL,technology
2019-05-06,52.23,GOOGL,technology
2019-04-06,52.72,GOOGL,technology
2019-03-06,51.94,GOOGL,technology
2019-05-31,55.33,GOOGL,technology
2019-05-30,56.07,GOOGL,technology
2019-05-29,56.0,GOOGL,technology
2019-05-28,56.98,GOOGL,technology
2019-05-24,56.93,GOOGL,technology
2019-05-23,57.27,GOOGL,technology
2019-05-22,57.79,GOOGL,technology
2019-05-21,57.72,GOOGL,technology
2019-05-20,57.23,GOOGL,technology
2019-05-17,58.44,GOOGL,technology
2019-05-16,59.23,GOOGL,technology
2019-05-15,58.54,GOOGL,technology
2019-05-14,56.24,GOOGL,technology
2019-05-13,56.83,GOOGL,technology
2019-10-05,58.38,GOOGL,technology
2019-09-05,58.4,GOOGL,technology
2019-08-05,58.54,GOOGL,technology
2019-07-05,58.94,GOOGL,technology
2019-06-05,59.67,GOOGL,technology
2019-03-05,59.48,GOOGL,technology
2019-02-05,58.33,GOOGL,technology
2019-01-05,58.67,GOOGL,technology
2019-04-30,59.95,GOOGL,technology
2019-04-29,64.81,GOOGL,technology
2019-04-26,63.87,GOOGL,technology
2019-04-25,63.37,GOOGL,technology
2019-04-24,63.0,GOOGL,technology
2019-04-23,63.53,GOOGL,technology
2019-04-22,62.69,GOOGL,technology
2019-04-18,62.07,GOOGL,technology
2019-04-17,62.01,GOOGL,technology
2019-04-16,61.6,GOOGL,technology
2019-04-15,61.33,GOOGL,technology
2019-12-04,61.14,GOOGL,technology
2019-11-04,60.48,GOOGL,technology
2019-10-04,60.32,GOOGL,technology
2019-09-04,60.13,GOOGL,technology
2019-08-04,60.41,GOOGL,technology
2019-05-04,60.57,GOOGL,technology
2019-04-04,60.97,GOOGL,technology
2019-03-04,60.54,GOOGL,technology
2019-02-04,60.28,GOOGL,technology
2019-01-04,59.95,GOOGL,technology
2019-03-29,58.84,GOOGL,technology
2019-03-28,58.61,GOOGL,technology
2019-03-27,58.9,GOOGL,technology
2019-03-26,59.49,GOOGL,technology
2019-03-25,59.87,GOOGL,technology
2019-03-22,60.38,GOOGL,technology
2019-03-21,61.81,GOOGL,technology
2019-03-20,61.32,GOOGL,technology
2019-03-19,60.12,GOOGL,technology
2019-03-18,59.43,GOOGL,technology
2019-03-15,59.52,GOOGL,technology
2019-03-14,59.63,GOOGL,technology
2019-03-13,59.95,GOOGL,technology
2019-12-03,59.86,GOOGL,technology
2019-11-03,58.96,GOOGL,technology
2019-08-03,57.5,GOOGL,technology
2019-07-03,57.54,GOOGL,technology
2019-06-03,58.25,GOOGL,technology
2019-05-03,58.46,GOOGL,technology
2019-04-03,57.67,GOOGL,technology
2019-01-03,57.43,GOOGL,technology
2019-02-28,56.33,GOOGL,technology
2019-02-27,56.14,GOOGL,technology
2019-02-26,56.1,GOOGL,technology
2019-02-25,55.87,GOOGL,technology
2019-02-22,55.83,GOOGL,technology
2019-02-21,55.21,GOOGL,technology
2019-02-20,56.03,GOOGL,technology
2019-02-19,56.33,GOOGL,technology
2019-02-15,55.98,GOOGL,technology
2019-02-14,56.46,GOOGL,technology
2019-02-13,56.43,GOOGL,technology
2019-12-02,56.38,GOOGL,technology
2019-11-02,55.11,GOOGL,technology
2019-08-02,55.12,GOOGL,technology
2019-07-02,55.3,GOOGL,technology
2019-06-02,56.14,GOOGL,technology
2019-05-02,57.59,GOOGL,technology
2019-04-02,57.07,GOOGL,technology
2019-01-02,55.93,GOOGL,technology
2019-01-31,56.29,GOOGL,technology
2019-01-30,54.9,GOOGL,technology
2019-01-29,53.5,GOOGL,technology
2019-01-28,53.99,GOOGL,technology
2019-01-25,55.08,GOOGL,technology
2019-01-24,54.2,GOOGL,technology
2019-01-23,54.22,GOOGL,technology
2019-01-22,53.93,GOOGL,technology
2019-01-18,55.37,GOOGL,technology
2019-01-17,54.96,GOOGL,technology
2019-01-16,54.48,GOOGL,technology
2019-01-15,54.33,GOOGL,technology
2019-01-14,52.58,GOOGL,technology
2019-11-01,53.22,GOOGL,technology
2019-10-01,53.94,GOOGL,technology
2019-09-01,54.08,GOOGL,technology
2019-08-01,54.27,GOOGL,technology
2019-07-01,53.8,GOOGL,technology
2019-04-01,53.9,GOOGL,technology
2019-03-01,51.27,GOOGL,technology
2019-02-01,52.73,GOOGL,technology
2018-12-31,52.25,GOOGL,technology
2018-12-28,52.33,GOOGL,technology
2018-12-27,52.65,GOOGL,technology
2018-12-26,52.39,GOOGL,technology
2018-12-24,49.23,GOOGL,technology
2018-12-21,49.56,GOOGL,technology
2018-12-20,51.18,GOOGL,technology
2018-12-19,51.77,GOOGL,technology
2018-12-18,52.17,GOOGL,technology
2018-12-17,51.28,GOOGL,technology
2018-12-14,52.59,GOOGL,technology
2018-12-13,53.68,GOOGL,technology
2018-12-12,53.69,GOOGL,technology
2018-11-12,53.08,GOOGL,technology
2018-10-12,52.66,GOOGL,technology
2018-07-12,52.33,GOOGL,technology
2018-06-12,53.9,GOOGL,technology
2018-04-12,53.12,GOOGL,technology
2018-03-12,55.82,GOOGL,technology
2018-11-30,55.48,GOOGL,technology
2018-11-29,54.73,GOOGL,technology
2018-11-28,54.59,GOOGL,technology
2018-11-27,52.61,GOOGL,technology
2018-11-26,52.8,GOOGL,technology
2018-11-23,51.51,GOOGL,technology
2018-11-21,52.17,GOOGL,technology
2018-11-20,51.52,GOOGL,technology
2018-11-19,51.37,GOOGL,technology
2018-11-16,53.41,GOOGL,technology
2018-11-15,53.55,GOOGL,technology
2018-11-14,52.73,GOOGL,technology
2018-11-13,52.4,GOOGL,technology
2018-12-11,52.47,GOOGL,technology
2018-09-11,53.85,GOOGL,technology
2018-08-11,54.73,GOOGL,technology
2018-07-11,55.41,GOOGL,technology
2018-06-11,53.48,GOOGL,technology
2018-05-11,52.79,GOOGL,technology
2018-02-11,53.57,GOOGL,technology
2018-01-11,54.3,GOOGL,technology
2018-10-31,54.53,GOOGL,technology
2018-10-30,52.48,GOOGL,technology
2018-10-29,51.74,GOOGL,technology
2018-10-26,54.19,GOOGL,technology
2018-10-25,55.18,GOOGL,technology
2018-10-24,52.86,GOOGL,technology
2018-10-23,55.75,GOOGL,technology
2018-10-22,55.57,GOOGL,technology
2018-10-19,55.26,GOOGL,technology
2018-10-18,54.9,GOOGL,technology
2018-10-17,56.38,GOOGL,technology
2018-10-16,56.65,GOOGL,technology
2018-10-15,55.12,GOOGL,technology
2018-12-10,56.03,GOOGL,technology
2018-11-10,54.54,GOOGL,technology
2018-10-10,54.61,GOOGL,technology
2018-09-10,57.26,GOOGL,technology
2018-08-10,57.8,GOOGL,technology
2018-05-10,58.39,GOOGL,technology
2018-04-10,58.85,GOOGL,technology
2018-03-10,60.58,GOOGL,technology
2018-02-10,60.38,GOOGL,technology
2018-01-10,60.43,GOOGL,technology
2018-09-28,60.35,GOOGL,technology
2018-09-27,60.37,GOOGL,technology
2018-09-26,59.7,GOOGL,technology
2018-09-25,59.69,GOOGL,technology
2018-09-24,58.98,GOOGL,technology
2018-09-21,58.61,GOOGL,technology
2018-09-20,59.58,GOOGL,technology
2018-09-19,58.71,GOOGL,technology
2018-09-18,58.36,GOOGL,technology
2018-09-17,57.99,GOOGL,technology
2018-09-14,58.9,GOOGL,technology
2018-09-13,59.11,GOOGL,technology
2018-12-09,58.58,GOOGL,technology
2018-11-09,59.5,GOOGL,technology
2018-10-09,58.75,GOOGL,technology
2018-07-09,58.88,GOOGL,technology
2018-06-09,59.2,GOOGL,technology
2018-05-09,59.95,GOOGL,technology
2018-04-09,60.57,GOOGL,technology
2018-08-31,61.59,GOOGL,technology
2018-08-30,62.72,GOOGL,technology
2018-08-29,63.23,GOOGL,technology
2018-08-28,62.29,GOOGL,technology
2018-08-27,62.81,GOOGL,technology
2018-08-24,61.84,GOOGL,technology
2018-08-23,61.06,GOOGL,technology
2018-08-22,61.09,GOOGL,technology
2018-08-21,60.87,GOOGL,technology
2018-08-20,61.1,GOOGL,technology
2018-08-17,60.79,GOOGL,technology
2018-08-16,61.2,GOOGL,technology
2018-08-15,61.61,GOOGL,technology
2018-08-14,62.91,GOOGL,technology
2018-08-13,62.43,GOOGL,technology
2018-10-08,62.63,GOOGL,technology
2018-09-08,63.22,GOOGL,technology
2018-08-08,63.07,GOOGL,technology
2018-07-08,62.79,GOOGL,technology
2018-06-08,61.88,GOOGL,technology
2018-03-08,61.91,GOOGL,technology
2018-02-08,62.06,GOOGL,technology
2018-01-08,61.65,GOOGL,technology
2018-07-31,61.36,GOOGL,technology
2018-07-30,61.5,GOOGL,technology
2018-07-27,62.64,GOOGL,technology
2018-07-26,64.28,GOOGL,technology
2018-07-25,63.8,GOOGL,technology
2018-07-24,62.91,GOOGL,technology
2018-07-23,60.55,GOOGL,technology
2018-07-20,59.89,GOOGL,technology
2018-07-19,59.95,GOOGL,technology
2018-07-18,60.65,GOOGL,technology
2018-07-17,60.65,GOOGL,technology
2018-07-16,59.83,GOOGL,technology
2018-07-13,60.22,GOOGL,technology
2018-12-07,60.06,GOOGL,technology
2018-11-07,58.57,GOOGL,technology
2018-10-07,58.36,GOOGL,technology
2018-09-07,58.36,GOOGL,technology
2018-06-07,57.75,GOOGL,technology
2018-05-07,57.06,GOOGL,technology
2018-03-07,55.81,GOOGL,technology
2018-02-07,57.11,GOOGL,technology
2018-06-29,56.46,GOOGL,technology
2018-06-28,56.34,GOOGL,technology
2018-06-27,55.85,GOOGL,technology
2018-06-26,56.63,GOOGL,technology
2018-06-25,56.96,GOOGL,technology
2018-06-22,58.46,GOOGL,technology
2018-06-21,58.47,GOOGL,technology
2018-06-20,59.2,GOOGL,technology
2018-06-19,58.93,GOOGL,technology
2018-06-18,59.18,GOOGL,technology
2018-06-15,57.96,GOOGL,technology
2018-06-14,58.01,GOOGL,technology
2018-06-13,57.21,GOOGL,technology
2018-12-06,57.41,GOOGL,technology
2018-11-06,57.05,GOOGL,technology
2018-08-06,56.64,GOOGL,technology
2018-07-06,56.72,GOOGL,technology
2018-06-06,57.35,GOOGL,technology
2018-05-06,57.55,GOOGL,technology
2018-04-06,57.65,GOOGL,technology
2018-01-06,56.75,GOOGL,technology
2018-05-31,55.0,GOOGL,technology
2018-05-30,53.87,GOOGL,technology
2018-05-29,53.4,GOOGL,technology
2018-05-25,54.2,GOOGL,technology
2018-05-24,54.27,GOOGL,technology
2018-05-23,54.3,GOOGL,technology
2018-05-22,53.77,GOOGL,technology
2018-05-21,54.2,GOOGL,technology
2018-05-18,53.48,GOOGL,technology
2018-05-17,54.06,GOOGL,technology
2018-05-16,54.2,GOOGL,technology
2018-05-15,54.24,GOOGL,technology
2018-05-14,55.33,GOOGL,technology
2018-11-05,55.17,GOOGL,technology
2018-10-05,55.27,GOOGL,technology
2018-09-05,54.45,GOOGL,technology
2018-08-05,52.93,GOOGL,technology
2018-07-05,52.97,GOOGL,technology
2018-04-05,52.55,GOOGL,technology
2018-03-05,51.31,GOOGL,technology
2018-02-05,51.3,GOOGL,technology
2018-01-05,52.04,GOOGL,technology
2018-04-30,50.93,GOOGL,technology
2018-04-27,51.57,GOOGL,technology
2018-04-26,52.17,GOOGL,technology
2018-04-25,51.15,GOOGL,technology
2018-04-24,51.13,GOOGL,technology
2018-04-23,53.69,GOOGL,technology
2018-04-20,53.87,GOOGL,technology
2018-04-19,54.47,GOOGL,technology
2018-04-18,53.77,GOOGL,technology
2018-04-17,53.97,GOOGL,technology
2018-04-16,52.3,GOOGL,technology
2018-04-13,51.8,GOOGL,technology
2018-12-04,51.86,GOOGL,technology
2018-11-04,51.25,GOOGL,technology
2018-10-04,51.83,GOOGL,technology
2018-09-04,51.0,GOOGL,technology
2018-06-04,50.5,GOOGL,technology
2018-05-04,51.63,GOOGL,technology
2018-04-04,51.49,GOOGL,technology
2018-03-04,50.93,GOOGL,technology
2018-02-04,50.63,GOOGL,technology
2018-03-29,51.86,GOOGL,technology
2018-03-28,50.26,GOOGL,technology
2018-03-27,50.35,GOOGL,technology
2018-03-26,52.7,GOOGL,technology
2018-03-23,51.33,GOOGL,technology
2018-03-22,52.66,GOOGL,technology
2018-03-21,54.7,GOOGL,technology
2018-03-20,54.79,GOOGL,technology
2018-03-19,55.0,GOOGL,technology
2018-03-16,56.72,GOOGL,technology
2018-03-15,57.53,GOOGL,technology
2018-03-14,57.44,GOOGL,technology
2018-03-13,57.0,GOOGL,technology
2018-12-03,58.3,GOOGL,technology
2018-09-03,58.04,GOOGL,technology
2018-08-03,56.47,GOOGL,technology
2018-07-03,55.75,GOOGL,technology
2018-06-03,55.05,GOOGL,technology
2018-05-03,54.74,GOOGL,technology
2018-02-03,54.21,GOOGL,technology
2018-01-03,53.57,GOOGL,technology
2018-02-28,55.2,GOOGL,technology
2018-02-27,55.88,GOOGL,technology
2018-02-26,57.19,GOOGL,technology
2018-02-23,56.4,GOOGL,technology
2018-02-22,55.49,GOOGL,technology
2018-02-21,55.69,GOOGL,technology
2018-02-20,55.18,GOOGL,technology
2018-02-16,54.77,GOOGL,technology
2018-02-15,54.57,GOOGL,technology
2018-02-14,53.63,GOOGL,technology
2018-02-13,52.71,GOOGL,technology
2018-12-02,52.73,GOOGL,technology
2018-09-02,52.31,GOOGL,technology
2018-08-02,50.39,GOOGL,technology
2018-07-02,52.77,GOOGL,technology
2018-06-02,54.22,GOOGL,technology
2018-05-02,53.12,GOOGL,technology
2018-02-02,55.96,GOOGL,technology
2018-01-02,59.08,GOOGL,technology
2018-01-31,59.11,GOOGL,technology
2018-01-30,58.87,GOOGL,technology
2018-01-29,59.32,GOOGL,technology
2018-01-26,59.38,GOOGL,technology
2018-01-25,59.11,GOOGL,technology
2018-01-24,58.56,GOOGL,technology
2018-01-23,58.81,GOOGL,technology
2018-01-22,58.21,GOOGL,technology
2018-01-19,57.17,GOOGL,technology
2018-01-18,56.8,GOOGL,technology
2018-01-17,56.95,GOOGL,technology
2018-01-16,56.53,GOOGL,technology
2018-12-01,56.53,GOOGL,technology
2018-11-01,55.6,GOOGL,technology
2018-10-01,55.51,GOOGL,technology
2018-09-01,55.64,GOOGL,technology
2018-08-01,55.71,GOOGL,technology
2018-05-01,55.51,GOOGL,technology
2018-04-01,54.79,GOOGL,technology
2018-03-01,54.58,GOOGL,technology
2018-02-01,53.66,GOOGL,technology
2017-12-29,52.67,GOOGL,technology
2017-12-28,52.8,GOOGL,technology
2017-12-27,53.01,GOOGL,technology
2017-12-26,53.29,GOOGL,technology
2017-12-22,53.44,GOOGL,technology
2017-12-21,53.54,GOOGL,technology
2017-12-20,53.68,GOOGL,technology
2017-12-19,53.99,GOOGL,technology
2017-12-18,54.25,GOOGL,technology
2017-12-15,53.6,GOOGL,technology
2017-12-14,52.87,GOOGL,technology
2017-12-13,52.57,GOOGL,technology
2017-12-12,52.44,GOOGL,technology
2017-11-12,52.6,GOOGL,technology
2017-08-12,52.47,GOOGL,technology
2017-07-12,52.23,GOOGL,technology
2017-06-12,51.64,GOOGL,technology
2017-05-12,50.98,GOOGL,technology
2017-04-12,50.59,GOOGL,technology
2017-01-12,51.25,GOOGL,technology
2017-11-30,51.81,GOOGL,technology
2017-11-29,51.87,GOOGL,technology
2017-11-28,53.16,GOOGL,technology
2017-11-27,53.6,GOOGL,technology
2017-11-24,52.83,GOOGL,technology
2017-11-22,52.6,GOOGL,technology
2017-11-21,52.52,GOOGL,technology
2017-11-20,51.73,GOOGL,technology
2017-11-17,51.79,GOOGL,technology
2017-11-16,52.42,GOOGL,technology
2017-11-15,51.82,GOOGL,technology
2017-11-14,52.08,GOOGL,technology
2017-11-13,52.06,GOOGL,technology
2017-10-11,52.21,GOOGL,technology
2017-09-11,52.39,GOOGL,technology
2017-08-11,52.91,GOOGL,technology
2017-07-11,52.62,GOOGL,technology
2017-06-11,52.13,GOOGL,technology
2017-03-11,52.5,GOOGL,technology
2017-02-11,52.15,GOOGL,technology
2017-01-11,52.13,GOOGL,technology
2017-10-31,51.65,GOOGL,technology
2017-10-30,51.66,GOOGL,technology
2017-10-27,51.68,GOOGL,technology
2017-10-26,49.57,GOOGL,technology
2017-10-25,49.57,GOOGL,technology
2017-10-24,49.42,GOOGL,technology
2017-10-23,49.28,GOOGL,technology
2017-10-20,50.25,GOOGL,technology
2017-10-19,50.09,GOOGL,technology
2017-10-18,50.64,GOOGL,technology
2017-10-17,50.55,GOOGL,technology
2017-10-16,50.47,GOOGL,technology
2017-10-13,50.39,GOOGL,technology
2017-12-10,50.28,GOOGL,technology
2017-11-10,50.28,GOOGL,technology
2017-10-10,49.39,GOOGL,technology
2017-09-10,49.62,GOOGL,technology
2017-06-10,49.68,GOOGL,technology
2017-05-10,49.26,GOOGL,technology
2017-04-10,48.34,GOOGL,technology
2017-03-10,48.6,GOOGL,technology
2017-02-10,48.37,GOOGL,technology
2017-09-29,48.69,GOOGL,technology
2017-09-28,48.24,GOOGL,technology
2017-09-27,47.99,GOOGL,technology
2017-09-26,46.87,GOOGL,technology
2017-09-25,46.71,GOOGL,technology
2017-09-22,47.16,GOOGL,technology
2017-09-21,47.38,GOOGL,technology
2017-09-20,47.38,GOOGL,technology
2017-09-19,46.84,GOOGL,technology
2017-09-18,46.49,GOOGL,technology
2017-09-15,46.76,GOOGL,technology
2017-09-14,47.01,GOOGL,technology
2017-09-13,47.52,GOOGL,technology
2017-12-09,47.33,GOOGL,technology
2017-11-09,47.16,GOOGL,technology
2017-08-09,47.07,GOOGL,technology
2017-07-09,47.49,GOOGL,technology
2017-06-09,47.1,GOOGL,technology
2017-05-09,47.07,GOOGL,technology
2017-01-09,47.6,GOOGL,technology
2017-08-31,47.76,GOOGL,technology
2017-08-30,47.18,GOOGL,technology
2017-08-29,46.79,GOOGL,technology
2017-08-28,46.41,GOOGL,technology
2017-08-25,46.52,GOOGL,technology
2017-08-24,46.84,GOOGL,technology
2017-08-23,47.13,GOOGL,technology
2017-08-22,47.02,GOOGL,technology
2017-08-21,46.04,GOOGL,technology
2017-08-18,46.31,GOOGL,technology
2017-08-17,46.38,GOOGL,technology
